Term,AddDate,DropStatus,DropDate,Course,Section,Location,Subject,Division,StartTime,Days,SectionNumber,TERM_DATE,TERM_START_DATE,TERM_END_DATE,TERM_EARLY_REG,DaysBeforeStart,DropDateRecode,AddDateRecode,DateFilter,Info
2019SP,1/16/2019,NA,NA,ABC-101,ABC-101-101,MC,ABC,MSTH,9:00AM,F ,101,5/5/2019,1/14/2019,5/15/2019,10/29/2018,111,5/15/2019,1/16/2019,TRUE,101//9:00AM//F 
2019SP,1/16/2019,NA,NA,ABC-101,ABC-101-101,MC,ABC,MSTH,9:00AM,F ,101,5/6/2019,1/14/2019,5/15/2019,10/29/2018,112,5/15/2019,1/16/2019,TRUE,101//9:00AM//F 
2019SP,1/16/2019,NA,NA,ABC-101,ABC-101-101,MC,ABC,MSTH,9:00AM,F ,101,5/7/2019,1/14/2019,5/15/2019,10/29/2018,113,5/15/2019,1/16/2019,TRUE,101//9:00AM//F 
2019SP,1/16/2019,NA,NA,ABC-101,ABC-101-101,MC,ABC,MSTH,9:00AM,F ,101,5/8/2019,1/14/2019,5/15/2019,10/29/2018,114,5/15/2019,1/16/2019,TRUE,101//9:00AM//F 
2019SP,1/16/2019,NA,NA,ABC-101,ABC-101-101,MC,ABC,MSTH,9:00AM,F ,101,5/9/2019,1/14/2019,5/15/2019,10/29/2018,115,5/15/2019,1/16/2019,TRUE,101//9:00AM//F 
2019SP,1/16/2019,NA,NA,ABC-101,ABC-101-101,MC,ABC,MSTH,9:00AM,F ,101,5/10/2019,1/14/2019,5/15/2019,10/29/2018,116,5/15/2019,1/16/2019,TRUE,101//9:00AM//F 
2019SP,1/16/2019,NA,NA,ABC-101,ABC-101-101,MC,ABC,MSTH,9:00AM,F ,101,5/11/2019,1/14/2019,5/15/2019,10/29/2018,117,5/15/2019,1/16/2019,TRUE,101//9:00AM//F 
2019SP,1/16/2019,NA,NA,ABC-101,ABC-101-101,MC,ABC,MSTH,9:00AM,F ,101,5/12/2019,1/14/2019,5/15/2019,10/29/2018,118,5/15/2019,1/16/2019,TRUE,101//9:00AM//F 
2019SP,1/16/2019,NA,NA,ABC-101,ABC-101-101,MC,ABC,MSTH,9:00AM,F ,101,5/13/2019,1/14/2019,5/15/2019,10/29/2018,119,5/15/2019,1/16/2019,TRUE,101//9:00AM//F 
2019SP,1/16/2019,NA,NA,ABC-101,ABC-101-101,MC,ABC,MSTH,9:00AM,F ,101,5/14/2019,1/14/2019,5/15/2019,10/29/2018,120,5/15/2019,1/16/2019,TRUE,101//9:00AM//F 
2019SP,1/15/2019,DP,1/16/2019,ABC-101,ABC-101-101,MC,ABC,MSTH,9:00AM,F ,101,1/15/2019,1/14/2019,5/15/2019,10/29/2018,1,1/16/2019,1/15/2019,TRUE,101//9:00AM//F 
2019SP,1/15/2019,NA,NA,ABC-101,ABC-101-101,MC,ABC,MSTH,9:00AM,F ,101,1/15/2019,1/14/2019,5/15/2019,10/29/2018,1,5/15/2019,1/15/2019,TRUE,101//9:00AM//F 
2019SP,1/15/2019,NA,NA,ABC-101,ABC-101-101,MC,ABC,MSTH,9:00AM,F ,101,1/16/2019,1/14/2019,5/15/2019,10/29/2018,2,5/15/2019,1/15/2019,TRUE,101//9:00AM//F 
2019SP,1/15/2019,NA,NA,ABC-101,ABC-101-101,MC,ABC,MSTH,9:00AM,F ,101,1/17/2019,1/14/2019,5/15/2019,10/29/2018,3,5/15/2019,1/15/2019,TRUE,101//9:00AM//F 
2019SP,1/15/2019,NA,NA,ABC-101,ABC-101-101,MC,ABC,MSTH,9:00AM,F ,101,1/18/2019,1/14/2019,5/15/2019,10/29/2018,4,5/15/2019,1/15/2019,TRUE,101//9:00AM//F 
2019SP,1/15/2019,NA,NA,ABC-101,ABC-101-101,MC,ABC,MSTH,9:00AM,F ,101,1/19/2019,1/14/2019,5/15/2019,10/29/2018,5,5/15/2019,1/15/2019,TRUE,101//9:00AM//F 
2019SP,1/15/2019,NA,NA,ABC-101,ABC-101-101,MC,ABC,MSTH,9:00AM,F ,101,1/20/2019,1/14/2019,5/15/2019,10/29/2018,6,5/15/2019,1/15/2019,TRUE,101//9:00AM//F 
2019SP,1/15/2019,NA,NA,ABC-101,ABC-101-101,MC,ABC,MSTH,9:00AM,F ,101,1/21/2019,1/14/2019,5/15/2019,10/29/2018,7,5/15/2019,1/15/2019,TRUE,101//9:00AM//F 
2019SP,1/15/2019,NA,NA,ABC-101,ABC-101-101,MC,ABC,MSTH,9:00AM,F ,101,1/22/2019,1/14/2019,5/15/2019,10/29/2018,8,5/15/2019,1/15/2019,TRUE,101//9:00AM//F 
2019SP,1/15/2019,NA,NA,ABC-101,ABC-101-101,MC,ABC,MSTH,9:00AM,F ,101,1/23/2019,1/14/2019,5/15/2019,10/29/2018,9,5/15/2019,1/15/2019,TRUE,101//9:00AM//F 
2019SP,1/15/2019,NA,NA,ABC-101,ABC-101-101,MC,ABC,MSTH,9:00AM,F ,101,1/24/2019,1/14/2019,5/15/2019,10/29/2018,10,5/15/2019,1/15/2019,TRUE,101//9:00AM//F 
2019SP,1/15/2019,NA,NA,ABC-101,ABC-101-101,MC,ABC,MSTH,9:00AM,F ,101,1/25/2019,1/14/2019,5/15/2019,10/29/2018,11,5/15/2019,1/15/2019,TRUE,101//9:00AM//F 
2019SP,1/15/2019,NA,NA,ABC-101,ABC-101-101,MC,ABC,MSTH,9:00AM,F ,101,1/26/2019,1/14/2019,5/15/2019,10/29/2018,12,5/15/2019,1/15/2019,TRUE,101//9:00AM//F 
2019SP,1/15/2019,NA,NA,ABC-101,ABC-101-101,MC,ABC,MSTH,9:00AM,F ,101,1/27/2019,1/14/2019,5/15/2019,10/29/2018,13,5/15/2019,1/15/2019,TRUE,101//9:00AM//F 
2019SP,1/15/2019,NA,NA,ABC-101,ABC-101-101,MC,ABC,MSTH,9:00AM,F ,101,1/28/2019,1/14/2019,5/15/2019,10/29/2018,14,5/15/2019,1/15/2019,TRUE,101//9:00AM//F 
2019SP,1/15/2019,NA,NA,ABC-101,ABC-101-101,MC,ABC,MSTH,9:00AM,F ,101,1/29/2019,1/14/2019,5/15/2019,10/29/2018,15,5/15/2019,1/15/2019,TRUE,101//9:00AM//F 
2019SP,1/15/2019,NA,NA,ABC-101,ABC-101-101,MC,ABC,MSTH,9:00AM,F ,101,1/30/2019,1/14/2019,5/15/2019,10/29/2018,16,5/15/2019,1/15/2019,TRUE,101//9:00AM//F 
2019SP,1/15/2019,NA,NA,ABC-101,ABC-101-101,MC,ABC,MSTH,9:00AM,F ,101,1/31/2019,1/14/2019,5/15/2019,10/29/2018,17,5/15/2019,1/15/2019,TRUE,101//9:00AM//F 
2019SP,1/15/2019,NA,NA,ABC-101,ABC-101-101,MC,ABC,MSTH,9:00AM,F ,101,2/1/2019,1/14/2019,5/15/2019,10/29/2018,18,5/15/2019,1/15/2019,TRUE,101//9:00AM//F 
2019SP,1/15/2019,NA,NA,ABC-101,ABC-101-101,MC,ABC,MSTH,9:00AM,F ,101,2/2/2019,1/14/2019,5/15/2019,10/29/2018,19,5/15/2019,1/15/2019,TRUE,101//9:00AM//F 
2019SP,1/15/2019,NA,NA,ABC-101,ABC-101-101,MC,ABC,MSTH,9:00AM,F ,101,2/3/2019,1/14/2019,5/15/2019,10/29/2018,20,5/15/2019,1/15/2019,TRUE,101//9:00AM//F 
2019SP,1/15/2019,NA,NA,ABC-101,ABC-101-101,MC,ABC,MSTH,9:00AM,F ,101,2/4/2019,1/14/2019,5/15/2019,10/29/2018,21,5/15/2019,1/15/2019,TRUE,101//9:00AM//F 
2019SP,1/15/2019,NA,NA,ABC-101,ABC-101-101,MC,ABC,MSTH,9:00AM,F ,101,2/5/2019,1/14/2019,5/15/2019,10/29/2018,22,5/15/2019,1/15/2019,TRUE,101//9:00AM//F 
2019SP,1/15/2019,NA,NA,ABC-101,ABC-101-101,MC,ABC,MSTH,9:00AM,F ,101,2/6/2019,1/14/2019,5/15/2019,10/29/2018,23,5/15/2019,1/15/2019,TRUE,101//9:00AM//F 
2019SP,1/15/2019,NA,NA,ABC-101,ABC-101-101,MC,ABC,MSTH,9:00AM,F ,101,2/7/2019,1/14/2019,5/15/2019,10/29/2018,24,5/15/2019,1/15/2019,TRUE,101//9:00AM//F 
2019SP,1/15/2019,NA,NA,ABC-101,ABC-101-101,MC,ABC,MSTH,9:00AM,F ,101,2/8/2019,1/14/2019,5/15/2019,10/29/2018,25,5/15/2019,1/15/2019,TRUE,101//9:00AM//F 
2019SP,1/15/2019,NA,NA,ABC-101,ABC-101-101,MC,ABC,MSTH,9:00AM,F ,101,2/9/2019,1/14/2019,5/15/2019,10/29/2018,26,5/15/2019,1/15/2019,TRUE,101//9:00AM//F 
2019SP,1/15/2019,NA,NA,ABC-101,ABC-101-101,MC,ABC,MSTH,9:00AM,F ,101,2/10/2019,1/14/2019,5/15/2019,10/29/2018,27,5/15/2019,1/15/2019,TRUE,101//9:00AM//F 
2019SP,1/15/2019,NA,NA,ABC-101,ABC-101-101,MC,ABC,MSTH,9:00AM,F ,101,2/11/2019,1/14/2019,5/15/2019,10/29/2018,28,5/15/2019,1/15/2019,TRUE,101//9:00AM//F 
2019SP,1/15/2019,NA,NA,ABC-101,ABC-101-101,MC,ABC,MSTH,9:00AM,F ,101,2/12/2019,1/14/2019,5/15/2019,10/29/2018,29,5/15/2019,1/15/2019,TRUE,101//9:00AM//F 
2019SP,1/15/2019,NA,NA,ABC-101,ABC-101-101,MC,ABC,MSTH,9:00AM,F ,101,2/13/2019,1/14/2019,5/15/2019,10/29/2018,30,5/15/2019,1/15/2019,TRUE,101//9:00AM//F 
2019SP,1/15/2019,NA,NA,ABC-101,ABC-101-101,MC,ABC,MSTH,9:00AM,F ,101,2/14/2019,1/14/2019,5/15/2019,10/29/2018,31,5/15/2019,1/15/2019,TRUE,101//9:00AM//F 
2019SP,1/15/2019,NA,NA,ABC-101,ABC-101-101,MC,ABC,MSTH,9:00AM,F ,101,2/15/2019,1/14/2019,5/15/2019,10/29/2018,32,5/15/2019,1/15/2019,TRUE,101//9:00AM//F 
2019SP,1/15/2019,NA,NA,ABC-101,ABC-101-101,MC,ABC,MSTH,9:00AM,F ,101,2/16/2019,1/14/2019,5/15/2019,10/29/2018,33,5/15/2019,1/15/2019,TRUE,101//9:00AM//F 
2019SP,1/15/2019,NA,NA,ABC-101,ABC-101-101,MC,ABC,MSTH,9:00AM,F ,101,2/17/2019,1/14/2019,5/15/2019,10/29/2018,34,5/15/2019,1/15/2019,TRUE,101//9:00AM//F 
2019SP,1/15/2019,NA,NA,ABC-101,ABC-101-101,MC,ABC,MSTH,9:00AM,F ,101,2/18/2019,1/14/2019,5/15/2019,10/29/2018,35,5/15/2019,1/15/2019,TRUE,101//9:00AM//F 
2019SP,1/15/2019,NA,NA,ABC-101,ABC-101-101,MC,ABC,MSTH,9:00AM,F ,101,2/19/2019,1/14/2019,5/15/2019,10/29/2018,36,5/15/2019,1/15/2019,TRUE,101//9:00AM//F 
2019SP,1/15/2019,NA,NA,ABC-101,ABC-101-101,MC,ABC,MSTH,9:00AM,F ,101,2/20/2019,1/14/2019,5/15/2019,10/29/2018,37,5/15/2019,1/15/2019,TRUE,101//9:00AM//F 
2019SP,1/15/2019,NA,NA,ABC-101,ABC-101-101,MC,ABC,MSTH,9:00AM,F ,101,2/21/2019,1/14/2019,5/15/2019,10/29/2018,38,5/15/2019,1/15/2019,TRUE,101//9:00AM//F 
2019SP,1/15/2019,NA,NA,ABC-101,ABC-101-101,MC,ABC,MSTH,9:00AM,F ,101,2/22/2019,1/14/2019,5/15/2019,10/29/2018,39,5/15/2019,1/15/2019,TRUE,101//9:00AM//F 
2019SP,1/15/2019,NA,NA,ABC-101,ABC-101-101,MC,ABC,MSTH,9:00AM,F ,101,2/23/2019,1/14/2019,5/15/2019,10/29/2018,40,5/15/2019,1/15/2019,TRUE,101//9:00AM//F 
2019SP,1/15/2019,NA,NA,ABC-101,ABC-101-101,MC,ABC,MSTH,9:00AM,F ,101,2/24/2019,1/14/2019,5/15/2019,10/29/2018,41,5/15/2019,1/15/2019,TRUE,101//9:00AM//F 
2019SP,1/15/2019,NA,NA,ABC-101,ABC-101-101,MC,ABC,MSTH,9:00AM,F ,101,2/25/2019,1/14/2019,5/15/2019,10/29/2018,42,5/15/2019,1/15/2019,TRUE,101//9:00AM//F 
2019SP,1/15/2019,NA,NA,ABC-101,ABC-101-101,MC,ABC,MSTH,9:00AM,F ,101,2/26/2019,1/14/2019,5/15/2019,10/29/2018,43,5/15/2019,1/15/2019,TRUE,101//9:00AM//F 
2019SP,1/15/2019,NA,NA,ABC-101,ABC-101-101,MC,ABC,MSTH,9:00AM,F ,101,2/27/2019,1/14/2019,5/15/2019,10/29/2018,44,5/15/2019,1/15/2019,TRUE,101//9:00AM//F 
2019SP,1/15/2019,NA,NA,ABC-101,ABC-101-101,MC,ABC,MSTH,9:00AM,F ,101,2/28/2019,1/14/2019,5/15/2019,10/29/2018,45,5/15/2019,1/15/2019,TRUE,101//9:00AM//F 
2019SP,1/15/2019,NA,NA,ABC-101,ABC-101-101,MC,ABC,MSTH,9:00AM,F ,101,3/1/2019,1/14/2019,5/15/2019,10/29/2018,46,5/15/2019,1/15/2019,TRUE,101//9:00AM//F 
2019SP,1/15/2019,NA,NA,ABC-101,ABC-101-101,MC,ABC,MSTH,9:00AM,F ,101,3/2/2019,1/14/2019,5/15/2019,10/29/2018,47,5/15/2019,1/15/2019,TRUE,101//9:00AM//F 
2019SP,1/15/2019,NA,NA,ABC-101,ABC-101-101,MC,ABC,MSTH,9:00AM,F ,101,3/3/2019,1/14/2019,5/15/2019,10/29/2018,48,5/15/2019,1/15/2019,TRUE,101//9:00AM//F 
2019SP,1/15/2019,NA,NA,ABC-101,ABC-101-101,MC,ABC,MSTH,9:00AM,F ,101,3/4/2019,1/14/2019,5/15/2019,10/29/2018,49,5/15/2019,1/15/2019,TRUE,101//9:00AM//F 
2019SP,1/15/2019,NA,NA,ABC-101,ABC-101-101,MC,ABC,MSTH,9:00AM,F ,101,3/5/2019,1/14/2019,5/15/2019,10/29/2018,50,5/15/2019,1/15/2019,TRUE,101//9:00AM//F 
2019SP,1/15/2019,NA,NA,ABC-101,ABC-101-101,MC,ABC,MSTH,9:00AM,F ,101,3/6/2019,1/14/2019,5/15/2019,10/29/2018,51,5/15/2019,1/15/2019,TRUE,101//9:00AM//F 
2019SP,1/15/2019,NA,NA,ABC-101,ABC-101-101,MC,ABC,MSTH,9:00AM,F ,101,3/7/2019,1/14/2019,5/15/2019,10/29/2018,52,5/15/2019,1/15/2019,TRUE,101//9:00AM//F 
2019SP,1/15/2019,NA,NA,ABC-101,ABC-101-101,MC,ABC,MSTH,9:00AM,F ,101,3/8/2019,1/14/2019,5/15/2019,10/29/2018,53,5/15/2019,1/15/2019,TRUE,101//9:00AM//F 
2019SP,1/15/2019,NA,NA,ABC-101,ABC-101-101,MC,ABC,MSTH,9:00AM,F ,101,3/9/2019,1/14/2019,5/15/2019,10/29/2018,54,5/15/2019,1/15/2019,TRUE,101//9:00AM//F 
2019SP,1/15/2019,NA,NA,ABC-101,ABC-101-101,MC,ABC,MSTH,9:00AM,F ,101,3/10/2019,1/14/2019,5/15/2019,10/29/2018,55,5/15/2019,1/15/2019,TRUE,101//9:00AM//F 
2019SP,1/15/2019,NA,NA,ABC-101,ABC-101-101,MC,ABC,MSTH,9:00AM,F ,101,3/11/2019,1/14/2019,5/15/2019,10/29/2018,56,5/15/2019,1/15/2019,TRUE,101//9:00AM//F 
2019SP,1/15/2019,NA,NA,ABC-101,ABC-101-101,MC,ABC,MSTH,9:00AM,F ,101,3/12/2019,1/14/2019,5/15/2019,10/29/2018,57,5/15/2019,1/15/2019,TRUE,101//9:00AM//F 
2019SP,1/15/2019,NA,NA,ABC-101,ABC-101-101,MC,ABC,MSTH,9:00AM,F ,101,3/13/2019,1/14/2019,5/15/2019,10/29/2018,58,5/15/2019,1/15/2019,TRUE,101//9:00AM//F 
2019SP,1/15/2019,NA,NA,ABC-101,ABC-101-101,MC,ABC,MSTH,9:00AM,F ,101,3/14/2019,1/14/2019,5/15/2019,10/29/2018,59,5/15/2019,1/15/2019,TRUE,101//9:00AM//F 
2019SP,1/15/2019,NA,NA,ABC-101,ABC-101-101,MC,ABC,MSTH,9:00AM,F ,101,3/15/2019,1/14/2019,5/15/2019,10/29/2018,60,5/15/2019,1/15/2019,TRUE,101//9:00AM//F 
2019SP,1/15/2019,NA,NA,ABC-101,ABC-101-101,MC,ABC,MSTH,9:00AM,F ,101,3/16/2019,1/14/2019,5/15/2019,10/29/2018,61,5/15/2019,1/15/2019,TRUE,101//9:00AM//F 
2019SP,1/15/2019,NA,NA,ABC-101,ABC-101-101,MC,ABC,MSTH,9:00AM,F ,101,3/17/2019,1/14/2019,5/15/2019,10/29/2018,62,5/15/2019,1/15/2019,TRUE,101//9:00AM//F 
2019SP,1/15/2019,NA,NA,ABC-101,ABC-101-101,MC,ABC,MSTH,9:00AM,F ,101,3/18/2019,1/14/2019,5/15/2019,10/29/2018,63,5/15/2019,1/15/2019,TRUE,101//9:00AM//F 
2019SP,1/15/2019,NA,NA,ABC-101,ABC-101-101,MC,ABC,MSTH,9:00AM,F ,101,3/19/2019,1/14/2019,5/15/2019,10/29/2018,64,5/15/2019,1/15/2019,TRUE,101//9:00AM//F 
2019SP,1/15/2019,NA,NA,ABC-101,ABC-101-101,MC,ABC,MSTH,9:00AM,F ,101,3/20/2019,1/14/2019,5/15/2019,10/29/2018,65,5/15/2019,1/15/2019,TRUE,101//9:00AM//F 
2019SP,1/15/2019,NA,NA,ABC-101,ABC-101-101,MC,ABC,MSTH,9:00AM,F ,101,3/21/2019,1/14/2019,5/15/2019,10/29/2018,66,5/15/2019,1/15/2019,TRUE,101//9:00AM//F 
2019SP,1/15/2019,NA,NA,ABC-101,ABC-101-101,MC,ABC,MSTH,9:00AM,F ,101,3/22/2019,1/14/2019,5/15/2019,10/29/2018,67,5/15/2019,1/15/2019,TRUE,101//9:00AM//F 
2019SP,1/15/2019,NA,NA,ABC-101,ABC-101-101,MC,ABC,MSTH,9:00AM,F ,101,3/23/2019,1/14/2019,5/15/2019,10/29/2018,68,5/15/2019,1/15/2019,TRUE,101//9:00AM//F 
2019SP,1/15/2019,NA,NA,ABC-101,ABC-101-101,MC,ABC,MSTH,9:00AM,F ,101,3/24/2019,1/14/2019,5/15/2019,10/29/2018,69,5/15/2019,1/15/2019,TRUE,101//9:00AM//F 
2019SP,1/15/2019,NA,NA,ABC-101,ABC-101-101,MC,ABC,MSTH,9:00AM,F ,101,3/25/2019,1/14/2019,5/15/2019,10/29/2018,70,5/15/2019,1/15/2019,TRUE,101//9:00AM//F 
2019SP,1/15/2019,NA,NA,ABC-101,ABC-101-101,MC,ABC,MSTH,9:00AM,F ,101,3/26/2019,1/14/2019,5/15/2019,10/29/2018,71,5/15/2019,1/15/2019,TRUE,101//9:00AM//F 
2019SP,1/15/2019,NA,NA,ABC-101,ABC-101-101,MC,ABC,MSTH,9:00AM,F ,101,3/27/2019,1/14/2019,5/15/2019,10/29/2018,72,5/15/2019,1/15/2019,TRUE,101//9:00AM//F 
2019SP,1/15/2019,NA,NA,ABC-101,ABC-101-101,MC,ABC,MSTH,9:00AM,F ,101,3/28/2019,1/14/2019,5/15/2019,10/29/2018,73,5/15/2019,1/15/2019,TRUE,101//9:00AM//F 
2019SP,1/15/2019,NA,NA,ABC-101,ABC-101-101,MC,ABC,MSTH,9:00AM,F ,101,3/29/2019,1/14/2019,5/15/2019,10/29/2018,74,5/15/2019,1/15/2019,TRUE,101//9:00AM//F 
2019SP,1/15/2019,NA,NA,ABC-101,ABC-101-101,MC,ABC,MSTH,9:00AM,F ,101,3/30/2019,1/14/2019,5/15/2019,10/29/2018,75,5/15/2019,1/15/2019,TRUE,101//9:00AM//F 
2019SP,1/15/2019,NA,NA,ABC-101,ABC-101-101,MC,ABC,MSTH,9:00AM,F ,101,3/31/2019,1/14/2019,5/15/2019,10/29/2018,76,5/15/2019,1/15/2019,TRUE,101//9:00AM//F 
2019SP,1/15/2019,NA,NA,ABC-101,ABC-101-101,MC,ABC,MSTH,9:00AM,F ,101,4/1/2019,1/14/2019,5/15/2019,10/29/2018,77,5/15/2019,1/15/2019,TRUE,101//9:00AM//F 
2019SP,1/15/2019,NA,NA,ABC-101,ABC-101-101,MC,ABC,MSTH,9:00AM,F ,101,4/2/2019,1/14/2019,5/15/2019,10/29/2018,78,5/15/2019,1/15/2019,TRUE,101//9:00AM//F 
2019SP,1/15/2019,NA,NA,ABC-101,ABC-101-101,MC,ABC,MSTH,9:00AM,F ,101,4/3/2019,1/14/2019,5/15/2019,10/29/2018,79,5/15/2019,1/15/2019,TRUE,101//9:00AM//F 
2019SP,1/15/2019,NA,NA,ABC-101,ABC-101-101,MC,ABC,MSTH,9:00AM,F ,101,4/4/2019,1/14/2019,5/15/2019,10/29/2018,80,5/15/2019,1/15/2019,TRUE,101//9:00AM//F 
2019SP,1/15/2019,NA,NA,ABC-101,ABC-101-101,MC,ABC,MSTH,9:00AM,F ,101,4/5/2019,1/14/2019,5/15/2019,10/29/2018,81,5/15/2019,1/15/2019,TRUE,101//9:00AM//F 
2019SP,1/15/2019,NA,NA,ABC-101,ABC-101-101,MC,ABC,MSTH,9:00AM,F ,101,4/6/2019,1/14/2019,5/15/2019,10/29/2018,82,5/15/2019,1/15/2019,TRUE,101//9:00AM//F 
2019SP,1/15/2019,NA,NA,ABC-101,ABC-101-101,MC,ABC,MSTH,9:00AM,F ,101,4/7/2019,1/14/2019,5/15/2019,10/29/2018,83,5/15/2019,1/15/2019,TRUE,101//9:00AM//F 
2019SP,1/15/2019,NA,NA,ABC-101,ABC-101-101,MC,ABC,MSTH,9:00AM,F ,101,4/8/2019,1/14/2019,5/15/2019,10/29/2018,84,5/15/2019,1/15/2019,TRUE,101//9:00AM//F 
2019SP,1/15/2019,NA,NA,ABC-101,ABC-101-101,MC,ABC,MSTH,9:00AM,F ,101,4/9/2019,1/14/2019,5/15/2019,10/29/2018,85,5/15/2019,1/15/2019,TRUE,101//9:00AM//F 
2019SP,1/15/2019,NA,NA,ABC-101,ABC-101-101,MC,ABC,MSTH,9:00AM,F ,101,4/10/2019,1/14/2019,5/15/2019,10/29/2018,86,5/15/2019,1/15/2019,TRUE,101//9:00AM//F 
2019SP,1/15/2019,NA,NA,ABC-101,ABC-101-101,MC,ABC,MSTH,9:00AM,F ,101,4/11/2019,1/14/2019,5/15/2019,10/29/2018,87,5/15/2019,1/15/2019,TRUE,101//9:00AM//F 
2019SP,1/15/2019,NA,NA,ABC-101,ABC-101-101,MC,ABC,MSTH,9:00AM,F ,101,4/12/2019,1/14/2019,5/15/2019,10/29/2018,88,5/15/2019,1/15/2019,TRUE,101//9:00AM//F 
2019SP,1/15/2019,NA,NA,ABC-101,ABC-101-101,MC,ABC,MSTH,9:00AM,F ,101,4/13/2019,1/14/2019,5/15/2019,10/29/2018,89,5/15/2019,1/15/2019,TRUE,101//9:00AM//F 
2019SP,1/15/2019,NA,NA,ABC-101,ABC-101-101,MC,ABC,MSTH,9:00AM,F ,101,4/14/2019,1/14/2019,5/15/2019,10/29/2018,90,5/15/2019,1/15/2019,TRUE,101//9:00AM//F 
2019SP,1/15/2019,NA,NA,ABC-101,ABC-101-101,MC,ABC,MSTH,9:00AM,F ,101,4/15/2019,1/14/2019,5/15/2019,10/29/2018,91,5/15/2019,1/15/2019,TRUE,101//9:00AM//F 
2019SP,1/15/2019,NA,NA,ABC-101,ABC-101-101,MC,ABC,MSTH,9:00AM,F ,101,4/16/2019,1/14/2019,5/15/2019,10/29/2018,92,5/15/2019,1/15/2019,TRUE,101//9:00AM//F 
2019SP,1/15/2019,NA,NA,ABC-101,ABC-101-101,MC,ABC,MSTH,9:00AM,F ,101,4/17/2019,1/14/2019,5/15/2019,10/29/2018,93,5/15/2019,1/15/2019,TRUE,101//9:00AM//F 
2019SP,1/15/2019,NA,NA,ABC-101,ABC-101-101,MC,ABC,MSTH,9:00AM,F ,101,4/18/2019,1/14/2019,5/15/2019,10/29/2018,94,5/15/2019,1/15/2019,TRUE,101//9:00AM//F 
2019SP,1/15/2019,NA,NA,ABC-101,ABC-101-101,MC,ABC,MSTH,9:00AM,F ,101,4/19/2019,1/14/2019,5/15/2019,10/29/2018,95,5/15/2019,1/15/2019,TRUE,101//9:00AM//F 
2019SP,1/15/2019,NA,NA,ABC-101,ABC-101-101,MC,ABC,MSTH,9:00AM,F ,101,4/20/2019,1/14/2019,5/15/2019,10/29/2018,96,5/15/2019,1/15/2019,TRUE,101//9:00AM//F 
2019SP,1/15/2019,NA,NA,ABC-101,ABC-101-101,MC,ABC,MSTH,9:00AM,F ,101,4/21/2019,1/14/2019,5/15/2019,10/29/2018,97,5/15/2019,1/15/2019,TRUE,101//9:00AM//F 
2019SP,1/15/2019,NA,NA,ABC-101,ABC-101-101,MC,ABC,MSTH,9:00AM,F ,101,4/22/2019,1/14/2019,5/15/2019,10/29/2018,98,5/15/2019,1/15/2019,TRUE,101//9:00AM//F 
2019SP,1/15/2019,NA,NA,ABC-101,ABC-101-101,MC,ABC,MSTH,9:00AM,F ,101,4/23/2019,1/14/2019,5/15/2019,10/29/2018,99,5/15/2019,1/15/2019,TRUE,101//9:00AM//F 
2019SP,1/15/2019,NA,NA,ABC-101,ABC-101-101,MC,ABC,MSTH,9:00AM,F ,101,4/24/2019,1/14/2019,5/15/2019,10/29/2018,100,5/15/2019,1/15/2019,TRUE,101//9:00AM//F 
2019SP,1/15/2019,NA,NA,ABC-101,ABC-101-101,MC,ABC,MSTH,9:00AM,F ,101,4/25/2019,1/14/2019,5/15/2019,10/29/2018,101,5/15/2019,1/15/2019,TRUE,101//9:00AM//F 
2019SP,1/15/2019,NA,NA,ABC-101,ABC-101-101,MC,ABC,MSTH,9:00AM,F ,101,4/26/2019,1/14/2019,5/15/2019,10/29/2018,102,5/15/2019,1/15/2019,TRUE,101//9:00AM//F 
2019SP,1/15/2019,NA,NA,ABC-101,ABC-101-101,MC,ABC,MSTH,9:00AM,F ,101,4/27/2019,1/14/2019,5/15/2019,10/29/2018,103,5/15/2019,1/15/2019,TRUE,101//9:00AM//F 
2019SP,1/15/2019,NA,NA,ABC-101,ABC-101-101,MC,ABC,MSTH,9:00AM,F ,101,4/28/2019,1/14/2019,5/15/2019,10/29/2018,104,5/15/2019,1/15/2019,TRUE,101//9:00AM//F 
2019SP,1/15/2019,NA,NA,ABC-101,ABC-101-101,MC,ABC,MSTH,9:00AM,F ,101,4/29/2019,1/14/2019,5/15/2019,10/29/2018,105,5/15/2019,1/15/2019,TRUE,101//9:00AM//F 
2019SP,1/15/2019,NA,NA,ABC-101,ABC-101-101,MC,ABC,MSTH,9:00AM,F ,101,4/30/2019,1/14/2019,5/15/2019,10/29/2018,106,5/15/2019,1/15/2019,TRUE,101//9:00AM//F 
2019SP,1/15/2019,NA,NA,ABC-101,ABC-101-101,MC,ABC,MSTH,9:00AM,F ,101,5/1/2019,1/14/2019,5/15/2019,10/29/2018,107,5/15/2019,1/15/2019,TRUE,101//9:00AM//F 
2019SP,1/15/2019,NA,NA,ABC-101,ABC-101-101,MC,ABC,MSTH,9:00AM,F ,101,5/2/2019,1/14/2019,5/15/2019,10/29/2018,108,5/15/2019,1/15/2019,TRUE,101//9:00AM//F 
2019SP,1/15/2019,NA,NA,ABC-101,ABC-101-101,MC,ABC,MSTH,9:00AM,F ,101,5/3/2019,1/14/2019,5/15/2019,10/29/2018,109,5/15/2019,1/15/2019,TRUE,101//9:00AM//F 
